#Source = https://coinmarketcap.com/all/views/all/,Retrieved: 21/10/20,,,,,,,,,,
Rank,Name,Symbol,Market Cap,Markey Cap (cleaned),Price,Circulating Supply,Circulating (cleaned),Volume (24h),% 1h,% 24h,% 7d
678,MOAC,MOAC,"$4,892,632 ",4892632,$0.08 ,"62,463,334 MOAC *",62463334,"$21,185 ",1.71%,1.15%,-8.73%
679,WeShow Token,WET,"$4,863,384 ",4863384,$0.01 ,"463,851,903 WET *",463851903,"$196,153 ",-0.25%,-2.38%,-14.66%
680,USDQ,USDQ,"$5,071,493 ",5071493,$0.92 ,"5,524,298 USDQ *",5524298,"$1,445 ",1.57%,-4.22%,-12.42%
681,Electra,ECA,"$4,837,002 ",4837002,$0.00 ,"28,713,595,721 ECA",28713595721,"$1,819 ",1.60%,4.72%,-2.21%
682,JD Coin,JDC,"$4,826,453 ",4826453,$0.13 ,"38,410,031 JDC *",38410031,"$8,871 ",2.73%,13.58%,10.55%
683,Swerve,SWRV,"$4,805,129 ",4805129,$0.62 ,"7,794,643 SWRV *",7794643,"$1,827,209 ",-2.92%,-1.85%,-17.65%
684,Eminer,EM,"$4,815,720 ",4815720,$0.00 ,"1,362,156,249 EM *",1362156249,"$1,366,193 ",0.17%,-5.64%,-15.23%
685,Lition,LIT,"$4,708,197 ",4708197,$0.13 ,"35,542,029 LIT *",35542029,"$158,787 ",-1.33%,-4.22%,6.11%
686,SmartCash,SMART,"$4,799,259 ",4799259,$0.00 ,"1,413,859,298 SMART",1413859298,"$304,413 ",1.89%,2.56%,0.68%
687,DEAPcoin,DEP,"$4,788,591 ",4788591,$0.01 ,"882,771,017 DEP *",882771017,"$935,879 ",4.46%,2.70%,-7.76%
688,Waves Enterprise,WEST,"$4,733,677 ",4733677,$0.12 ,"38,746,551 WEST *",38746551,"$167,978 ",1.82%,-10.51%,-2.26%
689,Anyswap,ANY,"$4,728,489 ",4728489,$0.54 ,"8,747,261 ANY *",8747261,"$2,972,890 ",-2.38%,-9.84%,-11.12%
690,RSK Smart Bitcoin,RBTC,"$4,716,200 ",4716200,"$12,509.80 ",377 RBTC,377,"$62,014 ",0.41%,3.17%,-0.50%
691,SaTT,SATT,"$4,684,743 ",4684743,$0.00 ,"3,013,952,680 SATT *",3013952680,"$154,564 ",-0.14%,-11.42%,-15.77%
692,UniLayer,LAYER,"$4,663,730 ",4663730,$0.27 ,"17,214,001 LAYER *",17214001,"$669,044 ",0.37%,-1.35%,-18.53%
693,Krios,GIG,"$4,671,287 ",4671287,$0.01 ,"499,994,072 GIG *",499994072,$442 ,2.06%,12.28%,11.14%
694,TokenClub,TCT,"$4,651,280 ",4651280,$0.01 ,"692,992,169 TCT *",692992169,"$811,664 ",1.26%,-7.81%,-14.17%
695,Crust,CRU,"$4,628,011 ",4628011,$4.63 ,"998,613 CRU *",998613,"$644,385 ",-0.82%,-6.15%,-37.40%
696,Polybius,PLBT,"$4,643,058 ",4643058,$1.17 ,"3,969,565 PLBT *",3969565,"$2,178 ",2.27%,1.35%,-16.67%
697,Global Digital Content,GDC,"$4,619,571 ",4619571,$0.00 ,"3,209,198,933 GDC *",3209198933,$708 ,-6.27%,-48.52%,199.78%
698,Cashaa,CAS,"$4,616,863 ",4616863,$0.01 ,"586,624,991 CAS *",586624991,"$361,618 ",-18.28%,-18.08%,-56.83%
699,Game.com,GTC,"$4,609,845 ",4609845,$0.01 ,"761,444,190 GTC *",761444190,"$110,952 ",0.60%,-2.14%,-11.80%
700,Genaro Network,GNX,"$4,593,196 ",4593196,$0.02 ,"258,934,740 GNX",258934740,"$476,892 ",0.74%,-3.19%,-26.12%
701,POA,POA,"$4,590,216 ",4590216,$0.02 ,"280,623,579 POA *",280623579,"$220,207 ",0.46%,-6.53%,-18.10%
702,Ruff,RUFF,"$4,571,315 ",4571315,$0.00 ,"980,500,000 RUFF *",980500000,"$389,204 ",-0.09%,-4.98%,-8.40%
703,Particl,PART,"$4,555,556 ",4555556,$0.48 ,"9,572,340 PART *",9572340,"$7,184 ",1.90%,4.12%,2.32%
704,SakeToken,SAKE,"$4,543,450 ",4543450,$0.08 ,"59,643,599 SAKE *",59643599,$?,1.26%,-0.61%,-1.82%
705,FLO,FLO,"$4,535,159 ",4535159,$0.03 ,"152,351,008 FLO",152351008,"$24,233 ",3.11%,5.92%,1.04%
706,Realio Network,RIO,"$4,397,805 ",4397805,$0.68 ,"6,489,457 RIO *",6489457,"$232,330 ",2.72%,-7.53%,-18.28%
707,Capricoin+,CPS,"$4,512,299 ",4512299,$0.02 ,"228,310,344 CPS *",228310344,"$3,087 ",1.84%,-17.67%,-22.82%
708,INT,INT,"$4,501,879 ",4501879,$0.01 ,"449,560,377 INT *",449560377,"$736,165 ",3.11%,-3.78%,-13.76%
709,ShipChain,SHIP,"$4,500,515 ",4500515,$0.01 ,"478,598,260 SHIP *",478598260,"$1,492 ",2.30%,123.18%,-21.95%
710,BLOCKv,VEE,"$4,506,502 ",4506502,$0.00 ,"2,989,942,418 VEE *",2989942418,"$570,461 ",-0.08%,-7.76%,4.33%
711,Robonomics.network,XRT,"$4,481,552 ",4481552,$6.43 ,"696,708 XRT *",696708,"$562,818 ",-2.95%,-10.66%,-27.80%
712,Dragon Coins,DRG,"$4,468,527 ",4468527,$0.01 ,"348,657,484 DRG *",348657484,"$2,765 ",2.02%,-6.43%,-33.27%
713,WePower,WPR,"$4,450,511 ",4450511,$0.01 ,"674,917,907 WPR *",674917907,"$150,176 ",0.36%,-5.55%,-14.99%
714,Aragon Court,ANJ,"$4,435,707 ",4435707,$0.04 ,"122,645,461 ANJ *",122645461,"$892,098 ",1.24%,-0.02%,-16.85%
715,HyperDAO,HDAO,"$4,430,072 ",4430072,$0.01 ,"380,576,175 HDAO *",380576175,"$844,712 ",0.18%,-7.20%,-20.52%
716,Ormeus Ecosystem,ECO,"$4,402,157 ",4402157,$0.00 ,"2,230,453,136 ECO *",2230453136,"$499,914 ",-0.25%,8.07%,-16.69%
717,Mithril,MITH,"$4,426,008 ",4426008,$0.00 ,"913,756,231 MITH *",913756231,"$592,183 ",0.83%,-3.15%,-11.85%
718,DistX,DISTX,"$4,384,090 ",4384090,$0.14 ,"32,148,833 DISTX *",32148833,"$552,391 ",1.81%,-7.30%,-17.08%
719,VNDC,VNDC,"$4,389,182 ",4389182,$0.00 ,"101,920,252,781 VNDC *",1.0192E+11,"$9,749 ",1.19%,1.20%,-1.50%
720,SwftCoin,SWFTC,"$4,363,648 ",4363648,$0.00 ,"4,004,999,999 SWFTC *",4004999999,"$2,191,382 ",0.78%,-0.87%,-4.71%
721,All Sports,SOC,"$4,354,753 ",4354753,$0.00 ,"1,499,865,882 SOC *",1499865882,"$93,469 ",0.84%,0.76%,-8.95%
722,ChronoCoin,CRN,"$4,130,253 ",4130253,$0.00 ,"2,221,053,119 CRN *",2221053119,"$63,108 ",-4.56%,-4.51%,-79.16%
723,Ternio,TERN,"$4,580,103 ",4580103,$0.01 ,"572,914,692 TERN *",572914692,"$61,461 ",4.84%,-2.01%,-14.69%
724,Polis,POLIS,"$4,309,874 ",4309874,$0.44 ,"9,831,891 POLIS",9831891,"$1,735 ",1.33%,4.50%,0.27%
725,StakeCubeCoin,SCC,"$4,304,369 ",4304369,$0.53 ,"8,053,168 SCC",8053168,"$2,823 ",4.90%,-8.00%,0.75%
726,Playgroundz,IOG,"$4,285,343 ",4285343,$0.15 ,"28,545,120 IOG *",28545120,"$6,450 ",-6.25%,48.81%,-24.99%
727,bitCNY,BITCNY,"$4,263,389 ",4263389,$0.15 ,"28,245,600 BITCNY *",28245600,"$8,780,302 ",-0.03%,0.34%,1.55%
728,United Traders Token,UTT,"$4,258,792 ",4258792,$0.11 ,"37,508,999 UTT *",37508999,$6 ,2.00%,10.42%,21.25%
729,DEXTools,DEXT,"$4,335,947 ",4335947,$0.05 ,"89,034,332 DEXT *",89034332,"$3,850,774 ",1.96%,5.40%,-0.89%
730,qiibee,QBX,"$4,216,698 ",4216698,$0.01 ,"785,529,689 QBX *",785529689,"$1,033 ",1.84%,6.61%,20.39%
731,LINA,LINA,"$4,189,247 ",4189247,$0.01 ,"301,324,967 LINA *",301324967,"$11,832 ",3.59%,-1.63%,-1.61%
732,Neumark,NEU,"$4,175,333 ",4175333,$0.11 ,"36,542,698 NEU *",36542698,"$1,024 ",0.06%,-3.84%,-7.23%
733,Global Cryptocurrency,GCC,"$4,175,064 ",4175064,$0.00 ,"1,267,482,828 GCC *",1267482828,$15 ,1.84%,17.21%,37.20%
734,GHOST,GHOST,"$4,178,555 ",4178555,$0.29 ,"14,561,770 GHOST *",14561770,"$129,443 ",0.17%,-1.75%,5.13%
735,Hashshare,HSS,"$4,155,337 ",4155337,$0.04 ,"102,590,476 HSS *",102590476,"$3,206,375 ",0.64%,-0.16%,0.96%
736,Cloudbric,CLB,"$4,073,218 ",4073218,$0.01 ,"561,056,282 CLB *",561056282,"$38,884 ",0.22%,2.74%,5.18%
737,Etheroll,DICE,"$4,100,126 ",4100126,$0.59 ,"7,001,623 DICE *",7001623,$3 ,1.84%,1.05%,53.25%
738,Kambria,KAT,"$4,020,645 ",4020645,$0.00 ,"2,187,206,123 KAT *",2187206123,"$20,060 ",-1.69%,-21.74%,-8.80%
739,Morpheus Labs,MITX,"$3,936,068 ",3936068,$0.01 ,"392,665,500 MITX *",392665500,"$573,731 ",-0.80%,-4.60%,-23.54%
740,SmartMesh,SMT,"$4,089,348 ",4089348,$0.00 ,"1,340,519,343 SMT *",1340519343,"$158,604 ",0.84%,-2.13%,-8.66%
741,ECC,ECC,"$4,066,643 ",4066643,$0.00 ,"25,000,000,000 ECC *",25000000000,$?,1.84%,38.92%,-28.86%
742,Seal Finance,SEAL,"$4,057,081 ",4057081,"$1,163.82 ","3,486 SEAL *",3486,"$290,968 ",-4.54%,-10.02%,-22.57%
743,RING X PLATFORM,RINGX,"$4,034,357 ",4034357,$0.05 ,"74,816,059 RINGX *",74816059,"$109,019 ",2.07%,-6.97%,-8.24%
744,PLANET,PLA,"$4,038,434 ",4038434,$0.02 ,"161,990,000 PLA *",161990000,"$246,304 ",0.76%,0.94%,0.26%
745,DDKoin,DDK,"$4,019,403 ",4019403,$2.35 ,"1,710,000 DDK",1710000,"$428,869 ",-0.54%,1.83%,-6.33%
746,XMax,XMX,"$4,031,666 ",4031666,$0.00 ,"14,880,209,413 XMX *",14880209413,"$549,021 ",0.40%,0.73%,-8.72%
747,Viacoin,VIA,"$3,997,072 ",3997072,$0.17 ,"23,171,486 VIA",23171486,"$260,514 ",1.10%,-6.50%,-7.20%
748,Bitcore,BTX,"$3,963,482 ",3963482,$0.22 ,"17,938,342 BTX",17938342,$244 ,2.16%,2.68%,10.91%
749,Hakka.Finance,HAKKA,"$3,983,216 ",3983216,$0.04 ,"103,105,635 HAKKA *",103105635,"$387,062 ",0.79%,-7.77%,-24.56%
750,Cream Finance,CREAM,"$3,948,787 ",3948787,$26.34 ,"149,928 CREAM *",149928,"$1,908,590 ",1.91%,-16.16%,-31.74%
751,DigitalBits,XDB,"$3,907,637 ",3907637,$0.01 ,"383,409,924 XDB *",383409924,"$388,804 ",-0.14%,-2.95%,-16.43%
752,GeoDB,GEO,"$3,901,345 ",3901345,$0.30 ,"13,143,271 GEO *",13143271,"$194,372 ",-1.01%,-1.46%,2.72%
753,PolySwarm,NCT,"$3,905,368 ",3905368,$0.00 ,"1,546,457,130 NCT *",1546457130,"$375,717 ",-8.74%,-2.25%,76.08%
754,Frontier,FRONT,"$3,847,004 ",3847004,$0.38 ,"10,145,007 FRONT *",10145007,"$3,030,934 ",-3.48%,-13.03%,-15.74%
755,Meta,MTA,"$3,877,031 ",3877031,$1.13 ,"3,422,051 MTA *",3422051,"$3,248,845 ",-0.83%,-12.00%,-57.60%
756,Agrocoin,AGRO,"$3,792,467 ",3792467,$0.03 ,"121,944,271 AGRO *",121944271,$?,0.00%,0.00%,0.00%
757,Phore,PHR,"$3,731,346 ",3731346,$0.17 ,"22,390,463 PHR *",22390463,"$9,087 ",2.73%,-0.93%,10.22%
758,BitMart Token,BMX,"$3,776,854 ",3776854,$0.02 ,"171,676,755 BMX *",171676755,"$960,093 ",2.16%,2.72%,1.42%
759,Qubitica,QBIT,"$2,762,417 ",2762417,$3.42 ,"808,675 QBIT *",808675,"$4,973 ",1.84%,63.74%,-53.63%
760,Egretia,EGT,"$3,743,808 ",3743808,$0.00 ,"4,218,701,582 EGT *",4218701582,"$1,662,051 ",1.35%,-6.53%,-2.10%
761,AIDUS TOKEN,AIDUS,"$3,865,228 ",3865228,$0.01 ,"437,852,797 AIDUS *",437852797,"$29,593 ",3.50%,10.93%,16.52%
762,Hi Mutual Society,HMC,"$3,746,793 ",3746793,$0.01 ,"404,100,000 HMC *",404100000,"$47,281 ",1.84%,1.52%,2.66%
763,QLC Chain,QLC,"$3,717,131 ",3717131,$0.02 ,"240,000,000 QLC *",240000000,"$129,222 ",1.28%,-5.57%,-25.30%
764,Flow Protocol,FLOW,"$3,688,918 ",3688918,$0.47 ,"7,889,862 FLOW *",7889862,$?,0.01%,0.07%,0.03%
765,MediShares,MDS,"$3,683,206 ",3683206,$0.00 ,"1,199,999,624 MDS *",1199999624,"$159,917 ",2.76%,-0.58%,-16.11%
766,dForce USDx,USDX,"$3,679,373 ",3679373,$1.00 ,"3,686,039 USDX *",3686039,"$5,700 ",0.02%,0.08%,-0.27%
767,Wing,WING,"$3,710,000 ",3710000,$14.84 ,"250,000 WING *",250000,"$5,878,406 ",0.65%,-9.34%,-20.96%
768,DATA,DTA,"$3,672,481 ",3672481,$0.00 ,"11,499,993,344 DTA *",11499993344,"$147,996 ",1.00%,-5.77%,-9.86%
769,Jibrel Network,JNT,"$3,672,493 ",3672493,$0.02 ,"169,843,069 JNT *",169843069,"$13,123 ",5.78%,11.39%,-9.84%
770,SpaceChain,SPC,"$3,665,060 ",3665060,$0.01 ,"514,923,520 SPC *",514923520,"$3,741 ",1.84%,-18.79%,19.57%
771,Pillar,PLR,"$3,619,628 ",3619628,$0.01 ,"259,348,201 PLR *",259348201,"$115,894 ",1.52%,1.09%,-7.00%
772,Sense,SENSE,"$3,652,079 ",3652079,$0.00 ,"804,604,320 SENSE *",804604320,"$2,775 ",16.51%,7.68%,-6.94%
773,Ethereum Meta,ETHM,"$3,600,077 ",3600077,$0.00 ,"50,010,379,198 ETHM *",50010379198,"$1,569 ",2.06%,-0.78%,34.12%
774,ZrCoin,ZRC,"$3,605,107 ",3605107,$0.72 ,"4,988,893 ZRC *",4988893,"$121,518 ",1.63%,3.57%,2.17%
775,VeriBlock,VBK,"$3,582,077 ",3582077,$0.01 ,"667,305,895 VBK",667305895,"$2,100 ",6.69%,1.87%,42.28%
776,Phantasma,SOUL,"$3,569,419 ",3569419,$0.06 ,"56,542,635 SOUL *",56542635,"$142,458 ",1.03%,-9.01%,-22.28%
777,MicroBitcoin,MBC,"$3,576,031 ",3576031,$0.00 ,"188,777,000,000 MBC",1.88777E+11,$22 ,2.06%,-0.10%,-1.10%
778,Blox,CDT,"$3,543,843 ",3543843,$0.01 ,"674,579,184 CDT *",674579184,"$279,981 ",0.02%,-6.57%,-20.85%
779,SonoCoin,SONO,"$3,536,230 ",3536230,$0.13 ,"28,250,407 SONO *",28250407,$?,0.01%,0.07%,0.04%
780,GlobalBoost-Y,BSTY,"$3,525,721 ",3525721,$0.20 ,"17,950,579 BSTY",17950579,"$118,214 ",-11.64%,-15.67%,266.98%
781,UnlimitedIP,UIP,"$3,501,668 ",3501668,$0.00 ,"1,327,878,350 UIP *",1327878350,"$293,478 ",-0.39%,-2.26%,-14.85%
782,GridCoin,GRC,"$3,487,296 ",3487296,$0.01 ,"408,350,850 GRC",408350850,"$1,246 ",1.84%,4.64%,8.73%
783,inSure,SURE,"$3,473,534 ",3473534,$0.00 ,"3,553,989,974 SURE *",3553989974,"$1,828 ",1.84%,-38.46%,-35.81%
784,SONM,SNM,"$3,465,804 ",3465804,$0.01 ,"359,600,000 SNM *",359600000,"$152,897 ",-0.68%,-4.29%,-5.28%
785,Gulden,NLG,"$3,440,891 ",3440891,$0.01 ,"524,784,093 NLG",524784093,"$30,899 ",-0.01%,-6.83%,-14.40%
786,SENSO,SENSO,"$3,426,050 ",3426050,$0.28 ,"12,241,334 SENSO *",12241334,"$1,587,872 ",-0.30%,-0.25%,11.83%
787,Nucleus Vision,NCASH,"$3,416,627 ",3416627,$0.00 ,"7,017,757,766 NCASH *",7017757766,"$48,512 ",-2.89%,-2.60%,-8.62%
788,Circuits of Value,COVAL,"$3,415,980 ",3415980,$0.00 ,"1,000,000,000 COVAL *",1000000000,$424 ,1.84%,-5.90%,-23.39%
789,Artfinity,AT,"$3,395,822 ",3395822,$0.03 ,"124,689,207 AT *",124689207,"$141,201 ",-1.69%,-1.08%,-4.11%
790,Credits,CS,"$3,380,398 ",3380398,$0.01 ,"249,368,300 CS *",249368300,"$35,153 ",1.52%,3.30%,14.40%
791,Credit Tag Chain,CTC,"$3,395,381 ",3395381,$0.06 ,"59,746,852 CTC",59746852,$?,2.06%,-0.10%,-1.10%
792,TEMCO,TEMCO,"$3,338,786 ",3338786,$0.00 ,"3,264,225,050 TEMCO *",3264225050,"$123,041 ",2.65%,0.67%,-6.05%
793,CUTcoin,CUT,"$3,365,122 ",3365122,$0.03 ,"117,375,244 CUT *",117375244,"$12,744 ",1.84%,0.35%,15.40%
794,SymVerse,SYM,"$3,355,010 ",3355010,$0.05 ,"66,969,061 SYM *",66969061,$392 ,2.06%,-0.47%,1.88%
795,Airbloc,ABL,"$3,205,645 ",3205645,$0.01 ,"252,376,419 ABL *",252376419,"$326,855 ",-4.25%,-4.24%,3.84%
796,GET Protocol,GET,"$3,339,307 ",3339307,$0.29 ,"11,388,258 GET *",11388258,"$93,318 ",1.59%,-2.83%,-6.20%
797,Raven Protocol,RAVEN,"$3,339,940 ",3339940,$0.00 ,"4,343,079,499 RAVEN *",4343079499,$963 ,13.98%,7.55%,6.87%
798,BIZZCOIN,BIZZ,"$3,309,598 ",3309598,$0.87 ,"3,800,330 BIZZ *",3800330,"$90,801 ",0.33%,-1.39%,-2.03%
799,Idena,IDNA,"$3,286,373 ",3286373,$0.10 ,"32,236,977 IDNA *",32236977,"$65,347 ",1.24%,2.04%,-8.40%
800,SunContract,SNC,"$3,307,307 ",3307307,$0.03 ,"122,707,503 SNC *",122707503,"$379,980 ",0.01%,0.77%,0.86%
801,Flash,FLASH,"$3,293,981 ",3293981,$0.00 ,"900,000,000 FLASH *",900000000,$99 ,1.84%,-2.33%,3.27%
802,Tierion,TNT,"$3,290,369 ",3290369,$0.01 ,"428,481,269 TNT *",428481269,"$104,725 ",1.98%,-0.65%,-1.74%
803,Robotina,ROX,"$3,290,087 ",3290087,$0.01 ,"304,947,473 ROX *",304947473,"$3,705 ",1.72%,9.78%,9.20%
804,SingularDTV,SNGLS,"$3,284,761 ",3284761,$0.01 ,"600,000,000 SNGLS *",600000000,"$372,420 ",3.59%,-10.03%,-15.75%
805,EURBASE,EBASE,"$3,281,182 ",3281182,$1.14 ,"2,884,334 EBASE *",2884334,$?,1.43%,5.06%,7.41%
806,INLOCK,ILK,"$3,288,555 ",3288555,$0.00 ,"1,256,159,480 ILK *",1256159480,"$6,082 ",2.06%,0.44%,-4.77%
807,Zel,ZEL,"$3,247,257 ",3247257,$0.03 ,"115,419,375 ZEL",115419375,"$723,401 ",1.14%,1.50%,-3.23%
808,VIBE,VIBE,"$3,205,385 ",3205385,$0.01 ,"260,136,427 VIBE *",260136427,"$44,747 ",1.84%,-5.20%,-15.13%
809,TronEuropeRewardCoin,TERC,"$3,244,599 ",3244599,$0.02 ,"204,313,578 TERC *",204313578,"$2,217 ",1.26%,-1.45%,-9.64%
810,YOYOW,YOYOW,"$3,188,690 ",3188690,$0.01 ,"485,846,321 YOYOW *",485846321,"$163,163 ",-0.46%,-10.18%,-20.21%
811,LINKA,LINKA,"$3,199,055 ",3199055,$0.00 ,"694,150,020 LINKA *",694150020,"$22,335 ",1.61%,-0.79%,15.17%
812,UCA Coin,UCA,"$3,275,168 ",3275168,$0.00 ,"1,536,798,955 UCA *",1536798955,"$570,641 ",27.12%,19.84%,106.79%
813,Lykke,LKK,"$3,194,410 ",3194410,$0.01 ,"316,809,739 LKK *",316809739,"$3,196 ",0.02%,-4.89%,-2.77%
814,DAOstack,GEN,"$3,367,489 ",3367489,$0.07 ,"46,832,939 GEN *",46832939,"$136,769 ",-18.86%,-36.52%,-20.65%
815,BlackCoin,BLK,"$3,247,992 ",3247992,$0.05 ,"60,257,178 BLK *",60257178,"$34,937 ",-15.95%,-17.57%,-56.73%
816,U Network,UUU,"$3,158,968 ",3158968,$0.00 ,"6,994,600,000 UUU *",6994600000,"$361,067 ",-0.21%,-5.19%,-10.11%
817,Burger Swap,BURGER,"$3,170,419 ",3170419,$0.44 ,"7,242,323 BURGER *",7242323,"$79,959 ",0.84%,0.30%,-8.19%
818,XTRABYTES,XBY,"$3,142,277 ",3142277,$0.01 ,"430,000,000 XBY *",430000000,$770 ,1.84%,0.66%,-1.16%
819,Earneo,RNO,"$3,144,269 ",3144269,$0.01 ,"254,552,776 RNO *",254552776,"$25,131 ",2.93%,7.64%,9.13%
820,ColossusXT,COLX,"$3,139,925 ",3139925,$0.00 ,"12,361,558,271 COLX",12361558271,$4 ,1.26%,-1.96%,-14.04%
821,EXMO Coin,EXM,"$3,072,613 ",3072613,$0.00 ,"713,563,585 EXM *",713563585,"$143,238 ",-3.14%,-2.74%,6.54%
822,YOU COIN,YOU,"$3,118,620 ",3118620,$0.01 ,"556,120,198 YOU *",556120198,"$226,507 ",-2.76%,4.16%,-7.86%
823,Block-Chain.com,BC,"$3,110,152 ",3110152,$0.02 ,"207,261,797 BC *",207261797,$0.13 ,1.84%,4.19%,-48.73%
824,Counterparty,XCP,"$3,105,897 ",3105897,$1.19 ,"2,615,258 XCP *",2615258,$669 ,-5.18%,-5.76%,-3.75%
825,BaaSid,BAAS,"$3,093,336 ",3093336,$0.00 ,"5,000,000,000 BAAS *",5000000000,"$3,243 ",0.08%,-12.67%,-11.49%
826,Bitrue Coin,BTR,"$3,092,842 ",3092842,$0.03 ,"88,627,236 BTR *",88627236,"$1,118,102 ",1.53%,1.28%,0.31%
827,Wowbit,WWB,"$3,083,871 ",3083871,$0.01 ,"277,777,778 WWB *",277777778,$?,1.84%,4.19%,6.71%
828,Kryll,KRL,"$3,081,368 ",3081368,$0.10 ,"30,000,443 KRL *",30000443,"$21,030 ",1.74%,2.52%,0.43%
829,NIX,NIX,"$3,074,487 ",3074487,$0.06 ,"47,367,900 NIX",47367900,"$122,788 ",10.96%,-12.27%,-3.55%
830,Dentacoin,DCN,"$3,083,797 ",3083797,$0.00 ,"697,290,065,761 DCN *",6.9729E+11,"$265,811 ",4.91%,1.34%,-10.04%
831,Refereum,RFR,"$3,060,031 ",3060031,$0.00 ,"4,999,180,100 RFR *",4999180100,$350 ,0.02%,-4.05%,3.33%
832,MarketPeak,PEAK,"$3,049,376 ",3049376,$0.19 ,"15,905,712 PEAK *",15905712,"$188,899 ",-0.15%,0.72%,19.04%
833,Apex,CPX,"$3,132,804 ",3132804,$0.01 ,"517,390,718 CPX *",517390718,"$62,670 ",2.00%,0.23%,-22.45%
834,Acute Angle Cloud,AAC,"$3,043,796 ",3043796,$0.01 ,"250,000,000 AAC *",250000000,"$439,330 ",0.95%,-1.70%,-11.31%
835,MintCoin,MINT,"$3,043,548 ",3043548,$0.00 ,"24,947,260,808 MINT *",24947260808,$?,1.84%,4.19%,33.39%
836,DEX,DEX,"$3,037,173 ",3037173,$0.02 ,"191,542,291 DEX *",191542291,"$35,644 ",1.85%,0.34%,-36.02%
837,Hydro Protocol,HOT,"$3,030,571 ",3030571,$0.00 ,"702,000,000 HOT *",702000000,"$276,711 ",-6.38%,-8.91%,-26.25%
838,Atlas Protocol,ATP,"$3,002,305 ",3002305,$0.00 ,"2,576,066,703 ATP *",2576066703,"$150,564 ",0.89%,-2.68%,-11.69%
839,Cryptopay,CPAY,"$3,002,764 ",3002764,$0.04 ,"68,372,364 CPAY *",68372364,"$2,240 ",2.06%,-11.92%,14.64%
840,YFDAI.FINANCE,YF-DAI,"$2,989,275 ",2989275,$520.33 ,"5,745 YF-DAI *",5745,"$108,584 ",1.28%,-1.21%,-17.28%
841,Tidex Token,TDX,"$2,967,418 ",2967418,$0.31 ,"9,504,980 TDX *",9504980,$406 ,1.84%,99.63%,3.67%
842,DeFinition,DZI,"$2,964,129 ",2964129,$1.27 ,"2,333,767 DZI *",2333767,"$72,037 ",-1.68%,-2.32%,117.90%
843,Burger money,BURGER,"$2,949,876 ",2949876,$0.55 ,"5,391,812 BURGER *",5391812,$?,1.26%,-0.61%,-1.82%
844,ZIMBOCASH,ZASH,"$2,946,957 ",2946957,$0.00 ,"1,134,374,175 ZASH *",1134374175,"$43,543 ",0.18%,0.82%,1.36%
845,Diamond,DMD,"$2,954,297 ",2954297,$0.84 ,"3,536,776 DMD",3536776,"$8,731 ",-1.53%,-16.68%,-8.04%
846,EDUCare,EKT,"$2,938,700 ",2938700,$0.00 ,"724,297,908 EKT *",724297908,"$638,914 ",-1.24%,-5.09%,-21.32%
847,Minereum,MNE,"$2,926,418 ",2926418,$0.28 ,"10,352,688 MNE *",10352688,$711 ,1.27%,0.04%,-14.71%
848,Agrello,DLT,"$2,906,114 ",2906114,$0.03 ,"87,906,739 DLT *",87906739,"$133,362 ",0.38%,-0.39%,-5.91%
849,SpankChain,SPANK,"$2,870,726 ",2870726,$0.01 ,"300,043,386 SPANK *",300043386,$528 ,5.42%,6.31%,-13.26%
850,GoCrypto Token,GOC,"$2,862,562 ",2862562,$0.01 ,"203,327,910 GOC *",203327910,"$6,560 ",2.06%,-0.26%,-16.55%
851,Spartan Protocol,SPARTA,"$2,867,314 ",2867314,$0.07 ,"40,861,436 SPARTA *",40861436,"$93,245 ",0.76%,-1.23%,-17.12%
852,Rotharium,RTH,"$2,819,082 ",2819082,$0.84 ,"3,357,270 RTH *",3357270,"$127,029 ",1.70%,2.67%,1.43%
853,GAPS,GAP,"$2,679,409 ",2679409,$0.27 ,"10,000,000 GAP *",10000000,"$79,804 ",-3.50%,-2.59%,-10.94%
854,Abyss,ABYSS,"$2,824,121 ",2824121,$0.01 ,"228,614,892 ABYSS *",228614892,"$73,697 ",0.43%,-3.76%,-15.90%
855,NextDAO,NAX,"$2,780,375 ",2780375,$0.00 ,"1,487,605,540 NAX *",1487605540,"$172,150 ",1.26%,-0.77%,-5.99%
856,Eureka Coin,ERK,"$2,753,983 ",2753983,$0.04 ,"66,475,033 ERK *",66475033,"$179,332 ",1.36%,-6.24%,-10.70%
857,DOC.COM,MTC,"$2,728,663 ",2728663,$0.00 ,"761,334,053 MTC *",761334053,"$342,157 ",-0.01%,-7.97%,16.44%
858,Viberate,VIB,"$2,729,370 ",2729370,$0.01 ,"193,779,794 VIB *",193779794,"$563,658 ",1.45%,-5.82%,-18.43%
859,CACHE Gold,CGT,"$2,731,925 ",2731925,$61.89 ,"44,145 CGT *",44145,"$271,573 ",0.34%,1.24%,1.63%
860,Rapidz,RPZX,"$2,724,620 ",2724620,$0.00 ,"1,717,254,284 RPZX *",1717254284,"$64,234 ",1.06%,-6.39%,1.36%
861,Rupiah Token,IDRT,"$2,716,259 ",2716259,$0.00 ,"39,774,146,176 IDRT *",39774146176,"$349,299 ",0.04%,0.30%,-0.08%
862,Olive,OLE,"$2,703,575 ",2703575,$0.01 ,"277,007,242 OLE *",277007242,$?,1.84%,4.19%,6.71%
863,Mobius,MOBI,"$2,694,364 ",2694364,$0.01 ,"515,082,884 MOBI *",515082884,"$1,989 ",-0.18%,-12.48%,-16.45%
